crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Onion,Red Soil,Vegetative Growth / Root or Tuber Development,31.0,28.0,69.0,1
Wheat,Black Soil,Maturation,55.0,41.0,32.0,1
Wheat,Peaty Soil,Fruit/Grain/Bulb Formation,50.51,18.66,89.63,1
Wheat,Clay Soil,Seedling Stage,13.0,24.0,80.0,0
Cabbage,Loam Soil,Flowering,78.0,40.0,38.4,1
Wheat,Red Soil,Pollination,93.0,35.0,50.0,0
Cabbage,Peaty Soil,Pollination,51.35,14.65,100.0,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,63.0,15.0,89.0,0
Carrot,Sandy Soil,Flowering,96.0,36.0,43.0,0
Wheat,Red Soil,Maturation,45.0,33.0,56.0,1
Maize,Black Soil,Fruit/Grain/Bulb Formation,10.0,38.0,36.6,2
Cabbage,Clay Soil,Pollination,16.0,15.0,95.0,1
Chilli,Laterite Soil,Flowering,70.78,25.71,81.63,0
Wheat,Clay Soil,Harvest,6.0,13.0,91.0,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,56.0,23.0,81.0,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,7.0,24.0,80.0,0
Groundnut,Loamy Soil,Seedling Stage,15.2,28.45,82.64,1
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,89.67,28.13,67.37,0
Tomato,Clay Soil,Flowering,51.0,16.0,88.0,0
Tomato,Red Soil,Pollination,95.0,37.0,42.0,0
Tomato,Clay Soil,Germination,5.0,25.0,76.0,1
Tomato,Red Soil,Seedling Stage,12.0,36.0,47.0,1
Maize,Alluvial Soil,Seedling Stage,1.0,26.0,79.0,2
Wheat,Alluvial Soil,Maturation,6.0,13.0,91.0,0
Groundnut,Sandy Soil,Flowering,38.0,37.0,41.4,2
Wheat,Clay Soil,Pollination,60.0,32.0,61.1,1
Wheat,Clay Soil,Seedling Stage,27.0,29.0,69.2,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,49.0,31.0,60.0,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,64.0,26.0,77.3,0
Rice,Clay Soil,Seedling Stage,54.0,21.0,87.4,0
Rice,Peaty Soil,Seedling Stage,100.0,30.18,77.5,0
Groundnut,Loam Soil,Pollination,94.0,43.0,26.9,2
Cabbage,Sandy Soil,Flowering,5.0,26.0,88.0,1
Tomato,Clay Soil,Pollination,57.0,41.0,32.0,1
Cotton,Black Soil,Vegetative Growth / Root or Tuber Development,56.0,19.0,88.7,0
Tomato,Black Soil,Germination,46.99,12.16,91.14,0
Chilli,Laterite Soil,Vegetative Growth / Root or Tuber Development,31.01,48.06,20.15,2
Groundnut,Black Soil,Seedling Stage,64.3,40.59,48.39,1
Cabbage,Silty Soil,Pollination,26.66,21.82,89.95,1
Cotton,Laterite Soil,Flowering,25.93,14.15,83.91,1
Maize,Black Soil,Vegetative Growth / Root or Tuber Development,39.02,28.51,74.35,0
Wheat,Red Soil,Pollination,81.0,45.0,26.0,0
Cabbage,Clay Soil,Vegetative Growth / Root or Tuber Development,29.0,43.0,26.3,2
Onion,Black Soil,Vegetative Growth / Root or Tuber Development,19.69,14.71,98.93,1
Carrot,Loam Soil,Pollination,29.0,33.0,56.0,1
Wheat,Silty Soil,Germination,79.07,31.16,66.37,1
Cabbage,Clay Soil,Vegetative Growth / Root or Tuber Development,50.0,42.0,20.0,1
Groundnut,Loam Soil,Vegetative Growth / Root or Tuber Development,69.0,31.0,70.3,0
Carrot,Laterite Soil,Germination,30.69,17.2,78.01,0
Tomato,Red Soil,Pollination,38.0,40.0,33.0,1
Groundnut,Loam Soil,Germination,6.0,19.0,78.0,1
Chilli,Chalky Soil,Seedling Stage,12.0,20.0,84.0,0
Wheat,Laterite Soil,Maturation,99.49,41.08,31.68,0
Carrot,Laterite Soil,Flowering,60.73,14.96,88.59,0
Brinjal,Clay Soil,Flowering,83.0,25.0,69.2,0
Chilli,Laterite Soil,Vegetative Growth / Root or Tuber Development,39.76,14.5,92.86,1
Maize,Laterite Soil,Germination,85.83,30.66,77.19,0
Chilli,Silty Soil,Flowering,41.01,32.06,54.14,2
Maize,Black Soil,Fruit/Grain/Bulb Formation,27.0,43.0,24.4,2
Cotton,Red Soil,Germination,1.0,24.0,79.2,2
Onion,Red Soil,Seedling Stage,65.0,42.0,33.1,1
Onion,Laterite Soil,Germination,26.16,24.63,74.28,1
Potato,Loam Soil,Germination,15.0,33.0,56.0,1
Rice,Laterite Soil,Flowering,91.58,36.13,67.73,0
Cabbage,Silty Soil,Seedling Stage,87.54,13.71,97.18,0
Wheat,Loamy Soil,Pollination,32.94,16.85,90.18,1
Groundnut,Loam Soil,Vegetative Growth / Root or Tuber Development,26.0,17.0,82.3,1
Cabbage,Sandy Soil,Flowering,13.0,27.0,81.7,1
Maize,Red Soil,Seedling Stage,11.0,25.0,89.3,2
Maize,Red Soil,Harvest,17.0,25.0,74.7,1
Cotton,Red Soil,Flowering,51.0,25.0,75.6,1
Tomato,Loam Soil,Seedling Stage,57.0,14.0,90.0,0
Chilli,Laterite Soil,Germination,40.57,23.27,78.26,0
Groundnut,Sandy Soil,Vegetative Growth / Root or Tuber Development,13.0,17.0,87.5,2
Maize,Loamy Soil,Harvest,49.49,42.5,31.37,0
Cotton,Loamy Soil,Vegetative Growth / Root or Tuber Development,53.91,32.39,57.57,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,24.0,30.0,65.0,1
Cabbage,Sandy Soil,Germination,57.0,21.0,84.6,0
Groundnut,Loam Soil,Germination,83.0,30.0,61.4,0
Potato,Laterite Soil,Seedling Stage,65.21,27.11,80.96,2
Cotton,Silty Soil,Seedling Stage,9.64,18.33,76.96,2
Chilli,Silty Soil,Seedling Stage,66.01,33.6,57.75,2
Brinjal,Loamy Soil,Pollination,100.0,37.38,42.91,1
Brinjal,Loam Soil,Vegetative Growth / Root or Tuber Development,5.0,17.0,95.0,1
Wheat,Black Soil,Flowering,61.98,17.13,88.56,0
Maize,Black Soil,Pollination,95.0,33.0,56.8,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,3.0,29.0,68.0,1
Cabbage,Silty Soil,Vegetative Growth / Root or Tuber Development,42.43,14.58,96.74,1
Tomato,Black Soil,Germination,49.21,39.39,28.86,1
Wheat,Silty Soil,Vegetative Growth / Root or Tuber Development,17.63,26.04,83.17,0
Wheat,Peaty Soil,Vegetative Growth / Root or Tuber Development,48.4,35.69,54.11,0
Carrot,Loamy Soil,Germination,64.54,45.6,28.28,1
Wheat,Black Soil,Harvest,56.0,32.0,59.0,1
Cabbage,Clay Soil,Vegetative Growth / Root or Tuber Development,42.0,37.0,31.7,1
Wheat,Red Soil,Flowering,80.0,32.0,59.0,0
Maize,Alluvial Soil,Harvest,25.0,33.0,58.0,1
Wheat,Black Soil,Harvest,75.65,27.3,82.81,2
Rice,Loamy Soil,Pollination,60.01,38.52,42.44,0
Cotton,Chalky Soil,Germination,52.0,32.0,57.1,1
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,9.77,27.64,70.43,2
Brinjal,Clay Soil,Germination,12.0,30.0,63.3,1
Onion,Red Soil,Pollination,4.0,23.0,89.8,2
Cabbage,Sandy Soil,Flowering,43.0,20.0,86.8,1
Potato,Loam Soil,Germination,37.0,18.0,86.0,0
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,1.0,29.0,70.0,1
Wheat,Loamy Soil,Pollination,58.93,38.38,49.78,1
Chilli,Black Soil,Seedling Stage,31.74,17.25,84.15,0
Rice,Peaty Soil,Seedling Stage,28.57,24.57,95.75,2
Onion,Clay Soil,Pollination,75.0,33.0,54.3,0
Brinjal,Laterite Soil,Seedling Stage,25.38,41.69,32.41,2
Brinjal,Silty Soil,Germination,32.39,15.73,80.36,1
Chilli,Silty Soil,Vegetative Growth / Root or Tuber Development,90.19,40.02,34.13,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,74.0,17.0,87.0,0
Cabbage,Black Soil,Pollination,100.0,38.3,28.65,1
Brinjal,Clay Soil,Germination,84.0,29.0,77.0,0
Carrot,Sandy Soil,Pollination,56.0,18.0,86.0,0
Cotton,Chalky Soil,Flowering,32.0,16.0,84.5,2
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,8.0,23.0,81.0,0
Wheat,Alluvial Soil,Pollination,70.0,40.0,35.0,2
Cabbage,Sandy Soil,Flowering,83.0,37.0,54.6,1
Chilli,Peaty Soil,Vegetative Growth / Root or Tuber Development,40.36,32.99,59.77,0
Cotton,Black Soil,Seedling Stage,20.0,21.0,77.4,2
Groundnut,Loam Soil,Pollination,45.0,33.0,63.8,1
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,86.0,40.0,35.0,0
Cotton,Black Soil,Flowering,63.0,36.0,50.2,1
Tomato,Clay Soil,Germination,67.0,27.0,70.0,1
Rice,Clay Soil,Germination,49.0,22.0,89.5,0
Potato,Clay Soil,Flowering,41.0,14.0,90.0,0
Carrot,Sandy Soil,Flowering,5.0,27.0,72.0,1
Brinjal,Loam Soil,Germination,1.0,25.0,75.8,1
Brinjal,Clay Soil,Flowering,18.0,28.0,73.9,1
Carrot,Loam Soil,Flowering,29.0,31.0,60.0,1
Maize,Clay Soil,Flowering,14.0,33.0,60.7,2
Cotton,Loamy Soil,Vegetative Growth / Root or Tuber Development,42.53,16.93,87.77,0
Wheat,Laterite Soil,Fruit/Grain/Bulb Formation,52.91,43.35,40.02,2
Rice,Black Soil,Seedling Stage,73.73,17.5,90.41,0
Cabbage,Clay Soil,Vegetative Growth / Root or Tuber Development,17.0,15.0,95.0,1
Maize,Red Soil,Maturation,53.0,19.0,75.4,0
Wheat,Sandy Soil,Pollination,65.0,13.0,91.0,0
Carrot,Sandy Soil,Seedling Stage,11.0,35.0,50.0,1
Groundnut,Sandy Soil,Flowering,1.0,22.0,81.7,2
Wheat,Alluvial Soil,Harvest,46.0,30.0,65.0,1
Wheat,Black Soil,Harvest,40.0,38.0,41.0,1
Tomato,Red Soil,Seedling Stage,59.0,39.0,34.0,1
Wheat,Sandy Soil,Germination,75.0,27.0,74.0,0
Chilli,Chalky Soil,Germination,7.0,13.0,91.0,0
Wheat,Red Soil,Seedling Stage,68.0,40.0,35.0,0
Cotton,Red Soil,Vegetative Growth / Root or Tuber Development,46.0,22.0,89.6,1
Maize,Loamy Soil,Harvest,17.97,22.92,84.58,2
Cabbage,Black Soil,Seedling Stage,21.52,23.48,83.58,0
Carrot,Peaty Soil,Seedling Stage,74.41,30.76,54.29,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,44.0,22.0,82.0,0
Cabbage,Silty Soil,Seedling Stage,72.63,19.79,82.15,0
Brinjal,Laterite Soil,Flowering,10.86,23.32,74.88,1
Potato,Clay Soil,Seedling Stage,11.0,20.0,84.0,0
Cabbage,Sandy Soil,Flowering,52.0,20.0,77.2,0
Potato,Black Soil,Pollination,41.31,34.96,46.56,0
Wheat,Laterite Soil,Harvest,42.34,16.52,82.02,1
Wheat,Sandy Soil,Maturation,45.0,25.0,80.0,1
Wheat,Clay Soil,Germination,4.0,38.0,44.9,1
Groundnut,Peaty Soil,Vegetative Growth / Root or Tuber Development,28.64,26.05,69.36,1
Groundnut,Loam Soil,Vegetative Growth / Root or Tuber Development,22.0,20.0,84.8,1
Wheat,Sandy Soil,Maturation,4.0,15.0,89.0,0
Cotton,Sandy Soil,Flowering,35.0,32.0,68.6,2
Rice,Peaty Soil,Germination,87.68,35.86,62.58,0
Brinjal,Clay Soil,Flowering,53.0,23.0,88.8,0
Wheat,Silty Soil,Harvest,5.0,16.85,93.66,0
Carrot,Loam Soil,Pollination,6.0,19.0,85.0,0
Brinjal,Peaty Soil,Vegetative Growth / Root or Tuber Development,63.43,37.55,52.46,1
Wheat,Sandy Soil,Flowering,37.0,25.0,80.0,1
Potato,Sandy Soil,Pollination,53.0,37.0,44.0,2
Wheat,Clay Soil,Germination,41.0,31.0,68.0,0
Chilli,Loamy Soil,Seedling Stage,94.0,40.67,31.33,0
Tomato,Loam Soil,Seedling Stage,42.0,46.0,17.0,1
Wheat,Black Soil,Flowering,64.0,36.0,47.0,2
Brinjal,Loam Soil,Vegetative Growth / Root or Tuber Development,80.0,33.0,49.6,0
Tomato,Loamy Soil,Flowering,20.99,26.82,78.15,0
Maize,Sandy Soil,Vegetative Growth / Root or Tuber Development,15.0,30.0,65.9,2
Onion,Silty Soil,Flowering,35.96,24.22,82.42,1
Carrot,Loam Soil,Germination,22.0,46.0,17.0,1
Brinjal,Red Soil,Pollination,27.0,22.0,84.5,2
Chilli,Loamy Soil,Vegetative Growth / Root or Tuber Development,65.58,23.49,83.15,0
Chilli,Black Soil,Germination,47.3,12.78,94.63,0
Cabbage,Loam Soil,Pollination,31.0,35.0,44.2,2
Groundnut,Clay Soil,Pollination,19.0,37.0,33.6,2
Wheat,Alluvial Soil,Flowering,73.0,31.0,62.0,0
Brinjal,Loamy Soil,Vegetative Growth / Root or Tuber Development,36.67,18.81,95.28,1
Cabbage,Sandy Soil,Pollination,15.0,22.0,87.5,2
Tomato,Black Soil,Vegetative Growth / Root or Tuber Development,90.3,30.53,70.43,1
Chilli,Peaty Soil,Flowering,88.74,26.71,81.02,1
Wheat,Laterite Soil,Seedling Stage,29.93,40.73,28.94,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,35.0,31.0,62.0,1
Carrot,Clay Soil,Pollination,13.0,14.0,90.0,0
Cabbage,Laterite Soil,Flowering,5.0,33.36,45.45,2
Carrot,Clay Soil,Seedling Stage,24.0,15.0,89.0,0
Onion,Silty Soil,Pollination,83.25,27.53,85.8,0
Onion,Loam Soil,Vegetative Growth / Root or Tuber Development,6.0,19.0,80.4,1
Cabbage,Loam Soil,Germination,59.0,20.0,82.4,0
Maize,Black Soil,Pollination,53.0,45.0,36.4,2
Tomato,Black Soil,Flowering,34.58,29.28,63.15,1
Tomato,Silty Soil,Germination,13.64,28.62,60.06,1
Brinjal,Peaty Soil,Pollination,28.45,37.6,42.63,2
Wheat,Alluvial Soil,Flowering,15.0,22.0,82.0,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,59.0,19.0,85.0,0
Onion,Loamy Soil,Seedling Stage,54.11,26.89,71.31,0
Brinjal,Loam Soil,Seedling Stage,97.0,42.0,27.8,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,72.0,19.0,85.0,0
Cotton,Black Soil,Seedling Stage,33.0,31.0,61.4,2
Brinjal,Red Soil,Flowering,22.0,42.0,26.8,2
Tomato,Loamy Soil,Germination,74.33,34.37,47.81,0
Wheat,Red Soil,Maturation,90.0,34.0,53.0,0
Wheat,Sandy Soil,Flowering,97.0,41.0,32.0,0
Cabbage,Sandy Soil,Flowering,21.0,21.0,89.2,1
Maize,Sandy Soil,Harvest,81.0,32.0,60.4,0
Carrot,Loam Soil,Seedling Stage,24.0,13.0,91.0,0
Wheat,Red Soil,Pollination,32.0,40.0,35.0,1
Potato,Loam Soil,Flowering,5.0,14.0,90.0,0
Wheat,Black Soil,Seedling Stage,28.99,14.68,90.81,0
Rice,Loam Soil,Pollination,99.0,28.0,78.1,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,77.0,25.0,80.0,0
Chilli,Red Soil,Seedling Stage,36.0,19.0,85.0,0
Cotton,Chalky Soil,Seedling Stage,19.0,25.0,75.9,2
Cabbage,Black Soil,Germination,53.65,39.67,25.43,0
Rice,Peaty Soil,Seedling Stage,57.71,42.49,46.87,0
Wheat,Alluvial Soil,Pollination,100.0,26.0,77.0,0
Cotton,Sandy Soil,Germination,26.0,33.0,61.7,2
Rice,Silty Soil,Seedling Stage,62.62,20.05,95.07,0
Wheat,Red Soil,Flowering,54.0,19.0,85.0,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,35.0,39.0,45.0,1
Chilli,Red Soil,Seedling Stage,22.0,22.0,82.0,0
Wheat,Laterite Soil,Fruit/Grain/Bulb Formation,17.6,24.6,84.58,0
Onion,Loam Soil,Germination,44.0,17.0,83.1,0
Rice,Loam Soil,Pollination,39.0,19.0,93.6,0
Onion,Clay Soil,Flowering,30.0,26.0,72.2,1
Brinjal,Peaty Soil,Germination,69.28,34.14,45.37,1
Maize,Black Soil,Germination,100.0,41.5,39.63,2
Potato,Loam Soil,Flowering,55.0,43.0,26.0,1
Rice,Clay Soil,Flowering,21.0,35.0,63.5,1
Cotton,Peaty Soil,Seedling Stage,28.06,25.99,72.06,1
Cabbage,Laterite Soil,Vegetative Growth / Root or Tuber Development,44.69,28.11,54.73,0
Rice,Sandy Soil,Pollination,51.0,30.0,95.0,0
Brinjal,Red Soil,Germination,16.0,36.0,35.1,2
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,70.0,42.0,29.0,1
Groundnut,Laterite Soil,Germination,75.82,32.39,63.97,0
Wheat,Loamy Soil,Maturation,90.91,34.35,49.08,0
Cabbage,Sandy Soil,Pollination,68.0,35.0,36.3,1
Rice,Clay Soil,Pollination,38.0,17.0,95.0,0
Wheat,Red Soil,Maturation,38.0,17.0,87.0,0
Tomato,Clay Soil,Flowering,33.0,37.0,44.0,1
Maize,Silty Soil,Harvest,5.32,14.75,98.56,2
Potato,Black Soil,Flowering,98.17,41.04,33.76,0
Wheat,Black Soil,Germination,68.0,26.0,78.0,0
Wheat,Red Soil,Pollination,51.0,15.0,89.0,0
Wheat,Red Soil,Maturation,11.0,43.0,26.0,1
Onion,Loam Soil,Germination,97.0,31.0,54.4,0
Potato,Loamy Soil,Germination,52.87,13.23,96.08,0
Cabbage,Black Soil,Seedling Stage,92.31,16.74,84.79,0
Chilli,Black Soil,Flowering,79.09,14.83,85.83,0
Cotton,Loamy Soil,Flowering,97.33,36.92,52.36,1
Groundnut,Sandy Soil,Germination,77.0,29.0,50.6,1
Chilli,Red Soil,Germination,1.0,25.0,80.0,1
Cabbage,Laterite Soil,Seedling Stage,78.09,45.62,18.14,1
Tomato,Silty Soil,Flowering,71.89,30.99,58.67,1
Tomato,Clay Soil,Seedling Stage,81.0,43.0,24.0,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,23.0,21.0,83.0,0
Wheat,Alluvial Soil,Flowering,22.0,15.0,89.0,0
Wheat,Clay Soil,Germination,29.0,41.0,48.0,1
Potato,Clay Soil,Seedling Stage,55.0,35.0,50.0,1
Tomato,Loam Soil,Pollination,65.0,25.0,76.0,0
Wheat,Black Soil,Seedling Stage,44.0,36.0,47.0,2
Brinjal,Loam Soil,Germination,19.0,44.0,28.8,2
Cotton,Black Soil,Vegetative Growth / Root or Tuber Development,32.0,36.0,46.2,2
Maize,Red Soil,Flowering,54.0,32.0,63.1,1
Cotton,Peaty Soil,Seedling Stage,66.52,28.53,77.05,0
Groundnut,Black Soil,Germination,46.38,25.84,85.58,1
Carrot,Sandy Soil,Seedling Stage,28.0,30.0,63.0,1
Chilli,Sandy Soil,Germination,95.0,31.0,68.0,0
Onion,Loamy Soil,Flowering,8.64,25.55,74.74,0
Groundnut,Loam Soil,Vegetative Growth / Root or Tuber Development,61.0,35.0,64.4,1
Chilli,Laterite Soil,Germination,21.82,22.05,79.01,0
Brinjal,Red Soil,Seedling Stage,62.0,16.0,90.3,0
Carrot,Sandy Soil,Germination,45.0,29.0,68.0,1
Brinjal,Loam Soil,Flowering,42.0,29.0,65.8,1
Brinjal,Black Soil,Flowering,8.58,15.91,100.0,0
Cabbage,Clay Soil,Germination,2.0,43.0,22.8,2
Brinjal,Loam Soil,Seedling Stage,13.0,33.0,58.0,2
Groundnut,Black Soil,Germination,70.25,33.21,63.52,2
Rice,Sandy Soil,Seedling Stage,99.0,40.0,59.6,0
Groundnut,Sandy Soil,Pollination,59.0,29.0,64.9,1
Maize,Alluvial Soil,Flowering,22.0,28.0,79.5,2
Chilli,Silty Soil,Flowering,54.43,16.55,84.0,1
Groundnut,Loam Soil,Vegetative Growth / Root or Tuber Development,36.0,30.0,77.4,1
Wheat,Silty Soil,Pollination,71.88,42.88,26.92,1
Cotton,Chalky Soil,Germination,70.0,35.0,60.9,1
Wheat,Silty Soil,Pollination,25.76,35.32,55.72,1
Wheat,Black Soil,Harvest,87.0,41.0,32.0,0
Tomato,Red Soil,Flowering,33.0,33.0,52.0,1
Onion,Clay Soil,Flowering,19.0,39.0,41.8,2
Wheat,Loamy Soil,Vegetative Growth / Root or Tuber Development,20.25,22.78,87.93,0
Chilli,Red Soil,Flowering,53.0,14.0,90.0,0
Carrot,Clay Soil,Germination,3.0,24.0,80.0,0
Potato,Sandy Soil,Seedling Stage,62.0,16.0,88.0,0
Wheat,Black Soil,Seedling Stage,54.0,46.0,17.0,0
Wheat,Loamy Soil,Flowering,61.46,15.78,88.72,1
Tomato,Red Soil,Germination,40.0,24.0,80.0,0
Chilli,Black Soil,Germination,27.0,43.0,26.0,1
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,13.0,39.0,38.0,1
Tomato,Silty Soil,Vegetative Growth / Root or Tuber Development,26.87,16.72,92.01,1
Rice,Clay Soil,Vegetative Growth / Root or Tuber Development,11.0,23.0,90.7,0
Onion,Loam Soil,Seedling Stage,14.0,36.0,49.9,2
Groundnut,Silty Soil,Pollination,48.89,14.83,93.96,1
Cabbage,Laterite Soil,Pollination,38.87,17.53,87.07,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,52.0,32.0,55.0,1
Cabbage,Loamy Soil,Flowering,65.88,12.62,99.54,0
Cabbage,Sandy Soil,Vegetative Growth / Root or Tuber Development,87.0,29.0,67.8,0
Wheat,Alluvial Soil,Pollination,35.0,20.0,84.0,0
Potato,Loam Soil,Germination,8.0,23.0,81.0,0
Potato,Loamy Soil,Germination,98.63,45.47,12.8,0
Maize,Clay Soil,Harvest,43.0,22.0,85.1,0
Cotton,Red Soil,Vegetative Growth / Root or Tuber Development,53.0,20.0,77.5,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,10.0,32.0,57.0,1
Wheat,Silty Soil,Harvest,28.3,14.59,85.32,0
Brinjal,Silty Soil,Flowering,25.48,28.15,69.5,1
Wheat,Alluvial Soil,Harvest,53.0,37.0,44.0,1
Tomato,Clay Soil,Seedling Stage,3.0,21.0,83.0,0
Chilli,Peaty Soil,Flowering,34.64,23.58,78.92,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,49.0,39.0,38.0,1
Wheat,Black Soil,Pollination,96.0,36.0,47.0,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,19.0,45.0,20.0,1
Tomato,Loamy Soil,Pollination,25.59,43.72,15.51,2
Maize,Red Soil,Harvest,77.0,36.0,57.6,0
Maize,Silty Soil,Germination,10.08,29.8,78.05,0
Chilli,Loamy Soil,Flowering,79.75,43.1,25.85,1
Onion,Silty Soil,Flowering,92.86,43.48,33.5,0
Tomato,Silty Soil,Pollination,70.55,24.91,77.72,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,65.0,25.0,80.0,1
Onion,Clay Soil,Germination,82.0,24.0,75.7,0
Brinjal,Loam Soil,Germination,45.0,21.0,91.5,1
Rice,Sandy Soil,Vegetative Growth / Root or Tuber Development,72.0,25.0,81.1,0
Maize,Alluvial Soil,Vegetative Growth / Root or Tuber Development,44.0,18.0,88.7,1
Cotton,Black Soil,Flowering,29.0,45.0,20.0,2
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,36.0,19.0,85.0,0
Brinjal,Loam Soil,Pollination,36.0,41.0,45.3,2
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,21.0,27.0,74.6,1
Potato,Laterite Soil,Germination,61.45,14.85,84.16,0
Carrot,Sandy Soil,Flowering,17.0,39.0,36.0,1
Rice,Clay Soil,Vegetative Growth / Root or Tuber Development,68.0,23.0,85.2,0
Onion,Loam Soil,Seedling Stage,1.0,15.0,88.1,1
Rice,Loamy Soil,Seedling Stage,36.29,25.07,87.4,0
Brinjal,Loam Soil,Seedling Stage,55.0,15.0,86.7,0
Wheat,Sandy Soil,Seedling Stage,5.0,20.0,84.0,0
Wheat,Alluvial Soil,Maturation,66.0,24.0,80.0,0
Cotton,Black Soil,Vegetative Growth / Root or Tuber Development,24.0,24.0,81.2,1
Chilli,Black Soil,Flowering,26.0,16.0,88.0,0
Cabbage,Laterite Soil,Germination,69.96,38.18,32.39,1
Onion,Loam Soil,Germination,7.0,24.0,93.9,1
Wheat,Black Soil,Flowering,19.0,18.0,86.0,0
Brinjal,Red Soil,Germination,66.0,18.0,85.2,0
Cabbage,Sandy Soil,Flowering,66.0,15.0,89.4,0
Rice,Sandy Soil,Seedling Stage,25.0,31.0,72.6,1
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,22.0,34.0,53.0,1
Potato,Loam Soil,Seedling Stage,46.0,32.0,59.0,1
Wheat,Alluvial Soil,Seedling Stage,93.0,27.0,74.0,0
Chilli,Chalky Soil,Germination,35.0,20.0,84.0,0
Potato,Clay Soil,Seedling Stage,70.0,28.0,71.0,2
Brinjal,Laterite Soil,Seedling Stage,44.3,27.34,77.63,1
Chilli,Red Soil,Seedling Stage,39.0,16.0,88.0,0
Rice,Loam Soil,Germination,61.0,15.0,95.0,0
Potato,Clay Soil,Seedling Stage,54.0,34.0,53.0,1
Rice,Black Soil,Pollination,32.69,20.2,87.85,0
Cabbage,Sandy Soil,Germination,74.0,29.0,63.1,0
Cabbage,Sandy Soil,Seedling Stage,99.0,37.0,36.8,1
Cabbage,Silty Soil,Vegetative Growth / Root or Tuber Development,18.13,40.57,44.01,2
Wheat,Clay Soil,Flowering,66.0,26.0,77.0,2
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,2.0,23.0,81.0,0
Onion,Red Soil,Flowering,24.0,37.0,39.4,2
Wheat,Loamy Soil,Maturation,24.89,45.4,18.03,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,42.0,15.0,89.0,0
Cabbage,Loam Soil,Flowering,53.0,23.0,79.4,0
Brinjal,Red Soil,Seedling Stage,74.0,20.0,81.7,0
Chilli,Silty Soil,Flowering,70.78,13.49,93.43,0
Groundnut,Black Soil,Vegetative Growth / Root or Tuber Development,47.62,32.72,64.54,2
Chilli,Sandy Soil,Flowering,40.0,15.0,89.0,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,25.0,29.0,70.0,1
Chilli,Sandy Soil,Germination,84.0,42.0,46.0,0
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,78.66,34.75,51.57,2
Brinjal,Clay Soil,Pollination,33.0,16.0,95.0,1
Tomato,Loam Soil,Germination,97.0,39.0,36.0,0
Tomato,Laterite Soil,Pollination,5.0,44.44,21.29,1
Maize,Alluvial Soil,Germination,21.0,23.0,82.4,1
Onion,Loamy Soil,Flowering,47.45,32.21,60.75,1
Cotton,Sandy Soil,Flowering,26.0,23.0,82.1,2
Wheat,Black Soil,Maturation,7.0,18.0,86.0,0
Potato,Black Soil,Pollination,77.65,25.91,78.84,0
Groundnut,Peaty Soil,Flowering,76.26,29.19,63.27,0
Wheat,Red Soil,Harvest,75.0,31.0,65.0,0
Onion,Peaty Soil,Flowering,88.0,27.26,69.9,1
Wheat,Loamy Soil,Maturation,88.54,42.93,27.19,0
Onion,Loam Soil,Germination,17.0,15.0,86.7,1
Brinjal,Clay Soil,Flowering,25.0,15.0,87.9,1
Rice,Clay Soil,Flowering,33.0,35.0,68.9,1
Wheat,Red Soil,Harvest,15.0,37.0,50.0,1
Rice,Peaty Soil,Pollination,54.65,14.95,98.36,0
Rice,Loam Soil,Pollination,59.0,25.0,86.8,0
Wheat,Black Soil,Germination,34.17,33.75,59.88,1
Maize,Red Soil,Seedling Stage,70.0,41.0,28.8,1
